Localização,Skills Necessarias,Média Salarial,Cargo,ver_cargo,palavra_chave,Área,texto,Cargo 1,Cargo 2,Cargo 3,Cargo 4,Cargo 5,Cargo 6,palavra-chave 1,palavra-chave 2,palavra-chave 3,palavra-chave 4,palavra-chave 5,palavra-chave 6,Nome Vaga Normalizado,Área Normalizada,Macro Área
Porto Alegre,"Descrição: -Ter trabalhado com suporte de sistemas (área de desenvolvimento) é um diferencial. -Ensino Médio Completo -Receber e tratar chamados abertos pelos clientes; -Utilizar de consultas SQL para verificar problemas e efetuar ajustes em tabelas; -Evolução constante e disposição para aprender novidades; -Ajudar a testar as demandas feitas pelos desenvolvedores; -Conhecimentos gerais de informática; -Noções de linguagem de programação; -Conhecimento para montar e executar instruções SQL; -Boa didática; -Ter fácil acesso ao bairro auxiliadora, Porto Alegre.. Cargo: SUPORTE DE SISTEMAS - PORTO ALEGRE | Salario: R$ 2.200,00. | Ensino: Ensino médio.

| Turno: Manhã e Tarde. | Area: Informática. | Experiencia: 6 meses. | Cidade: Porto Alegre / RS
Mostrar mais
Salário base
O salário mínimo é de R$ 2 mil e o salário máximo é de R$ 2 mil.
R$ 2 mil/mês (est. Empresa)
Porto Alegre
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa OEmprego
4,5
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,7
Remuneração e benefícios
4,7
Cultura e valores
5,0
Alta liderança
5,0
Qualidade de vida
4,7",R$ 2 mil/mês (est. Empresa), suporte de sistemas  -  porto alegre ,Outros," sistemas ,  suporte ",suporte,sistema suporte,False,False,False,False,False,False,True,False,True,True,False,False,Analista de suporte,suporte,suporte
Porto Alegre,"Efetuar codificação em todas etapas do ciclo de vida do desenvolvimento de sistemas, incluindo documentação, análise e testes;Criação de código legível para outros desenvolvedores;Otimização de códigos para torná-los mais eficiente;Capacidade de quebrar tarefas em tarefas menores;Testar sistemas;Revisar os códigos;Encontrar bugs e propor planos de ação para correção.
Desenvolvedor(a)44h1VA ou VR de R$ 22,00, plano de saúde Unimed (após 3 meses, com coparticipação em consultas e exames, extensível aos dependentes), plano odontológico Odontoprev (após 3 meses, mensalidade de acordo com a opção de plano) e VT.

Requisitos: Escolaridade mínima:
Graduação - Cursando - Obrigatório



Superior completo ou em andamento nas áreas de tecnologia;
Noção básica de negócio e dinâmica corporativa;
Conhecimento em HTML, CSS, Javascript;
Conhecimento de banco de dados SQL, MySQL
Conhecimento em REST, Java, GitHub e C++.

MongoDB
Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital aberto
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica",NF, desenvolvedor ( a )  , desenvolvedor ,Outros,desenvolvimento de software,desenvolvedor,True,False,True,False,False,False,True,True,False,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Porto Alegre,"AUXILIAR EM PROGRAMAÇÃO COM A LINGUAGEM C# .NET, BANCO DE DADOS SQL SERVER E COM WEB (WEB FORMS E MVC);. Cargo: ESTÁGIO DESENVOLVEDOR - PORTO ALEGRE | Salario: R$ 800,00. | Ensino: Ensino médio. | Turno: Tarde.

| Area: Informática. | Experiencia: . | Cidade: Porto Alegre / RS
Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa OEmprego
4,5
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,7
Remuneração e benefícios
4,7
Cultura e valores
5,0
Alta liderança
5,0
Qualidade de vida
4,7",NF, estagio desenvolvedor  -  porto alegre , desenvolvedor ,Outros,desenvolvimento de software,desenvolvedor,True,False,True,False,False,False,True,True,False,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
São Leopoldo,"Programar atendimentos de assistência técnica em clientes, de forma otimizada.
Programar viagens para os mecânicos de campo quando necessárias e autorizadas.
Planejar as atividades internas e externas dos técnicos.
Assegurar o cumprimento de contratos de manutenção junto aos clientes.
Assegurar junto a empresa e aos clientes as manutenções dos equipamentos locados.
Garantir que os técnicos estejam com as documentações e integrações sempre normatizadas para atendimentos aos clientes.
Atender e negociar com clientes e fornecedores.
Requisitos
Organização, comunicação, proatividade e negociação
Boa comunicação oral e escrita
Forte senso de atenção às necessidades dos clientes.
Grande experiência em programação de assistência técnica/ serviços.
Experiência com processos de programação ágeis e dinâmicos, sendo natural a imprevisibilidade nas necessidades dos clientes.
Conhecimento em compressores e secadores de ar comprimido pode ser um diferencial.
Formação Técnico em mecânica, eletrotécnica ou equivalente.
Residir preferencialmente em , São Leopoldo, Portão, Novo Hamburgo ou região de fácil acesso ao bairro Scharlau.
CNH B.
Segunda á Sexta-feira das 7:30 às 17:30 horas. Carga Horária:
Segunda á Sexta-feira das 7:30 às 17:30 horas.

Sem informação
Organização, comunicação, proatividade e negociação Boa comunicação oral e escrita Forte senso de atenção às necessidades dos clientes. Grande experiência em programação de assistência técnica/ serviços. Experiência com processos de programação ágeis e dinâmicos, sendo natural a imprevisibilidade nas necessidades dos clientes. Conhecimento em compressores e secadores de ar comprimido pode ser um diferencial. Formação Técnico em mecânica, eletrotécnica ou equivalente. Residir preferencialmente em , São Leopoldo, Portão, Novo Hamburgo ou região de fácil acesso ao bairro Scharlau. CNH B.
Mostrar mais
Salário base
O salário mínimo é de R$ 4 mil e o salário máximo é de R$ 4 mil.
R$ 4 mil/mês (est. Empresa)
São Leopoldo
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.",R$ 4 mil/mês (est. Empresa), programador de assistencia tecnica , programador ,Outros,desenvolvimento de software,programador,False,False,False,True,False,False,False,False,False,True,False,False,Indefinido,,
Porto Alegre,"Quem somos:
Somos uma empresa de Tecnologia fundada em 2014 na cidade de São Paulo, e especializada em construções de soluções customizadas para cada necessidade. Trabalhamos focados na entrega de resultados para nossos clientes, sempre de forma simples e eficiente. Somos referência em desenvolvimento de projetos de tecnologia e metodologia agile, eficiência operacional, automação e otimização de processos, processamento de cartões e meios de pagamentos.
O que você irá realizar:
Como desenvolvedor com visão de sustentação, você desempenhará um papel crucial na execução de atividades de desenvolvimento, combinando habilidades técnicas sólidas com uma abordagem analítica para identificar e solucionar falhas e bugs. Suas responsabilidades incluirão:
Contribuir ativamente para o ciclo de vida de desenvolvimento de software, participando na criação e manutenção de soluções robustas;
Demonstrar habilidades analíticas para compreender a natureza das falhas e bugs, investigando e diagnosticando eficientemente problemas identificados;
Assumir a responsabilidade pela sustentação de sistemas existentes, garantindo a estabilidade e o desempenho contínuo.
Conhecimento Técnico


Database
Microsoft SQL Server
Transact-SQL (T-SQL)
Backend
C#
Entity Framework, Dapper
.Net Core
Kubernetes
Azure Functions
Frontend
React JS
Java Script
Html
CSS
ES6
Razor pages
Asp.net MVC
Ant Design
Version control
Git
O que te oferecemos:
Vale Refeição;
Vale Alimentação;
Gympass;
Plano de Saúde;
Plano Odontológico;
Ajuda de custo;
Descontos em Instituições de Ensino;
Previdência Privada;
Auxílio com medicamentos;
Seguro de Vida;
Auxílio Creche ou Babá.
Para todas as posições valorizamos a diversidade e inclusão.
Pessoas, respeito e diversidade são a base dos nossos valores. Em nossas equipes, acreditamos que sermos diferentes é o que nos torna capazes de construir as melhores soluções para nossos cliente",NF, desenvolvedor  . net fullstack  ( senior )  , desenvolvedor ," net ,  fullstack ,  net ",desenvolvimento de software,desenvolvedor net Fullstack net,True,False,True,False,False,False,True,True,True,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Esteio,"Você gosta de gerar soluções criativas com entregas de qualidade? Já pensou em atuar em uma empresa sólida, com marcas líderes em seus mercados?
Com sede em Esteio/RS e na região Paulista/PE, também operando com um Centro de Distribuição em Araçariguama/SP, há mais 75 anos, a InBetta, através das suas unidades de negócio, fabrica ampla linha de produtos em diferentes segmentos, sendo referência nos seus mercados de atuação.
Se você também acredita que a criatividade facilita a vida, confira as oportunidades disponíveis.

Responsabilidades e atribuições
Minimizar o tempo médio de setup afim de agilizar a execução do programa de produção, por meio de organização das etapas padronizadas do processo de setup.








Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
1947
Tipo
Escritório/Clínica particular
Indústria
Produção de bens de consumo
Setor
Manufatura
Receita
Desconhecido/Não se aplica
Classificações da empresa Oportunidades InBetta
4,0
87 %
Recomendam para outras pessoas
Oportunidades de carreira
3,1
Remuneração e benefícios
3,3
Cultura e valores
3,6
Alta liderança
3,6
Qualidade de vida
3,7
Benefícios da empresa Oportunidades InBetta
4,4
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(4 comentários)
""Plano de saúde unimed ambulatorial e internação, nível nacional""
30 de out. de 2023
Ex-Designer em Esteio, RS, Rio Grande do Sul
Plano de saúde, assistência psicológia, ambulatório na empresa com médico e dentista, PPR, prêmio assiduidade, refeitório, desconto de produtos para funcionários
11 de jan. de 2024
Atual Analista de Logística Pleno em Esteio, RS, Rio Grande do Sul
dificuldade de marcar consulta, rede de atendimento ruim
26 de out. de 2023
Ex-Assistant Manager em Esteio, RS, Rio Grande do Sul
Excelente pacotes de benefícios sim",NF, regulador .  programador e trocador de moldes  -  injetoras e sopradoras , programador ,Outros,desenvolvimento de software,programador,False,False,False,True,False,False,False,False,False,True,False,False,Indefinido,,
Porto Alegre,"REQUISITOS
Cursando Análise e Desenvolvimento de Sistemas, Técnico em Informática e áreas afins.
ATIVIDADES
O estagiário auxiliará os desenvolvedores na programação, desenvolver na Linguagem Delphi e documentar os procedimentos realizados no software. Auxiliará na manutenção preventiva ou corretiva do sistema conforme solicitação dos clientes

Segunda à Sexta - 6h diárias a combinar. Cargo: ESTÁGIO ANÁLISE DE SISTEMAS - PORTO ALEGRE | Salario: Até R$ 1.000,00. | Ensino: Ensino superior - Bacharelado | Licenciatura | Tecnologia. | Turno: Manhã e Tarde. | Area: Informática. | Experiencia: . | Cidade: Porto Alegre / RS
Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa OEmprego
4,5
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,7
Remuneração e benefícios
4,7
Cultura e valores
5,0
Alta liderança
5,0
Qualidade de vida
4,7",NF, estagio analise de sistemas  -  porto alegre ,Outros, sistemas ,aplicacao e implantacao de sistemas,sistema,False,False,False,False,False,False,False,False,False,False,False,False,Indefinido,,
Porto Alegre,"Somos uma consultoria especializada na tecnologia Salesforce.
Estamos em busca de um desenvolvedor para compor nosso time e atender diversos clientes da empresa.
O candidato selecionado terá a oportunidade de trabalhar em projetos emocionantes e desafiadores, desenvolvendo soluções inovadoras dentro da nossa plataforma.
Suas principais Habilidades
Proativo
Boa comunicação
Busca por excelência técnica
Compromisso com prazos e entregas
Perfil colaborativo, atendendo e trocando conhecimentos com seu time













Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa SR CONSULTORIA DE SOFTWARE LTDA
5,0
N/A
Recomendam para outras pessoas
Benefícios da empresa SR CONSULTORIA DE SOFTWARE LTDA
3,0
3 classificações
Avaliações de benefícios de funcionários
29 de mai. de 2018
Ex-Secretaria em Cuiabá, MT, Mato Grosso
Salario, vale transporte e alimentação. Para o cargo em questão compatível, visualizando a demanda compatível para o cargo, pequena empresa etc.",NF, desenvolvedor java , desenvolvedor ,Outros,desenvolvimento de software,desenvolvedor,True,False,True,False,False,False,True,True,False,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Porto Alegre,"REQUISITOS
Cursando Análise e Desenvolvimento de Sistemas, Técnico em Informática e áreas afins.
ATIVIDADES
O estagiário auxiliará os desenvolvedores na programação, desenvolver na Linguagem Delphi e documentar os procedimentos realizados no software. Auxiliará na manutenção preventiva ou corretiva do sistema conforme solicitação dos clientes

Segunda à Sexta - 6h diárias a combinar. Cargo: ESTÁGIO ENSINO MEDIO Analise e Desenvolvimento de Sistemas - PORTO ALEGRE | Salario: Até R$ 1.000,00. | Ensino: Ensino superior - Bacharelado | Licenciatura | Tecnologia. | Turno: Manhã e Tarde. | Area: Informática. | Experiencia: . | Cidade: Porto Alegre / RS
Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa OEmprego
4,5
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,7
Remuneração e benefícios
4,7
Cultura e valores
5,0
Alta liderança
5,0
Qualidade de vida
4,7",NF, estagio ensino medio analise e desenvolvimento de sistemas  -  porto alegre ,Outros," sistemas ,  desenvolvimento ",desenvolvimento de software,sistema desenvolvimento,False,False,False,False,False,False,True,False,False,False,False,False,Indefinido,,
Novo Hamburgo,"Atuar no desenvolvimento de software;
Fazer correções necessárias, visando atender as necessidades dos usuários;
Atuar em projetos de nível nacional e internacional.
Requisitos
Formação em andamento ou concluída na graduação da área de TI.
Vivência com desenvolvimento.

NET Core (C#, Entity Framework e Web Api)
SQL Server
Front End (React e Vue)
Diferencial: língua inglesa
Não informado
Segunda a sexta das 08:00 às 18:00.
A combinar
Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Self-employed
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Divulga Vagas - Consultoria
4,8
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,8
Remuneração e benefícios
5,0
Cultura e valores
4,7
Alta liderança
4,6
Qualidade de vida
4,8",NF, desenvolvedor web pleno  -  novo hamburgo  -  rs  -  vaga , desenvolvedor , web ,desenvolvimento de software,desenvolvedor web,True,False,True,False,False,False,True,True,False,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Novo Hamburgo,"Atuar no desenvolvimento de software;
Fazer correções necessárias, visando atender as necessidades dos usuários;
Atuar em projetos de nível nacional e internacional.
Requisitos
Formação em andamento ou concluída na graduação da área de TI.
Vivência com desenvolvimento.

NET Core (C#, Entity Framework e Web Api)
SQL Server
Front End (React e Vue)
Diferencial: língua inglesa
Jornada de trabalho
Segunda a sexta das 08:00 às 18:00. Carga Horária:
Jornada de trabalho
Segunda a sexta das 08:00 às 18:00.

Sem informação
Formação em andamento ou concluída na graduação da área de TI. Vivência com desenvolvimento. NET Core (C#, Entity Framework e Web Api) SQL Server Front End (React e Vue) Diferencial: língua inglesa",NF, desenvolvedor web pleno  -  novo hamburgo  -  rs , desenvolvedor , web ,desenvolvimento de software,desenvolvedor web,True,False,True,False,False,False,True,True,False,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Novo Hamburgo,"Atribuições:

Estamos com oportunidade para integrar na área do Desenvolvimento;
Procuramos alguém para com experiência em Node JS e Nets JS para aplicações de Backend e React e React Native para aplicações de Front Web e Mobile;
Se você se identifica com a vaga e quer trabalhar em um ambiente que preza por qualidade de vida, tanto para os colaboradores, quanto para os clientes, faça seu cadastro agora mesmo;
Junte-se ao movimento de pessoas que através da tecnologia e inovação estão revolucionando o sistema.
Jornada de trabalho
Horário a combinar Carga Horária:
Jornada de trabalho
Horário a combinar

Sem informação",NF, desenvolvedor full stack  -  novo hamburgo  -  rs , desenvolvedor ," full ,  stack ",desenvolvimento de software,desenvolvedor full stackr,True,False,True,False,False,False,True,True,True,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Flores da Cunha,"Atuação
Flores da Cunha
Pré-requisitos
Necessário experiência com programação de injetoras, disponibilidade para o horário das 22h30 às 07h30 de domingo a segunda e ter carro pra deslocamento.
Descrição
Atuação em empresa em Flores da Cunha
Mostrar mais
Visão geral da empresa
Tamanho
Desconhecido
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica",NF, programador de injetoras  ( turno 03 , programador ,Outros,desenvolvimento de software,programador,False,False,False,True,False,False,False,False,False,True,False,False,Indefinido,,
Porto Alegre,"At BairesDev®, we've been leading the way in technology projects for over 15 years. We deliver cutting-edge solutions to giants like Google and the most innovative startups in Silicon Valley.

Our diverse 4,000+ team, composed of the world's Top 1% of tech talent, works remotely on roles that drive significant impact worldwide.

When you apply for this position, you're taking the first step in a process that goes beyond the ordinary. We aim to align your passions and skills with our vacancies, setting you on a path to exceptional career development and success.
Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
2009
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
De US$ 100 a US$ 500 milhões
Classificações da empresa BairesDev
4,0
83 %
Recomendam para outras pessoas
Oportunidades de carreira
3,7
Remuneração e benefícios
3,6
Cultura e valores
4,0
Alta liderança
3,9
Qualidade de vida
4,2
Avaliações da empresa BairesDev
Prós
""I am currently with brilliant people who focus on making the company better and better every single day."" (em 2 avaliações)
""The pay is good and teams are nice."" (em 4 avaliações)
""Flexible time, home office, company concerns about your well being."" (em 2 avaliações)
""Excellent work environment."" (em 1 avaliação)
Contras
""no social security payments, sometimes too much bureaucracy"" (em 1 avaliação)
Benefícios da empresa BairesDev
3,2
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Home office(13 comentários)
""Trabalhar de onde quiser é sempre positivo.""
Jornada flexível(9 comentários)
""Estar disponível durante office hours""
Work From Home(6 comentários)
""100% remote. good life quality""
13 de mar. de 2024
Atual Funcionário em Goiânia, Goiás
A empresa oferece trabalho 100% remoto e jornada flexível.
12 de mar. de 2024
Ex-Senior Software Engineer em Recife, PE, Pernambuco
A empresa fornece alguns cursos e aulas de inglês. Mas nada além disso
14 de fev. de 2024
Atual Staffing Analyst em São Paulo, SP, São Paulo
They provided me with a laptop and a headset. I needed to send them back both items when I left the company. Nothing else other than the salary.",NF, golang developer  -  remote work , developer ,Outros,desenvolvimento de software,developer,False,True,False,False,False,True,False,False,True,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Novo Hamburgo,"Professor para PROGRAMAÇÃO PARA SISTEMAS MÓVEIS - Ftec NOVO HAMBURGO
Centro Universitário Uniftec
Informações gerais
Descrição
Professor para ministrar a disciplina de PROGRAMAÇÃO PARA SISTEMAS MÓVEIS para o curso de Análise e Desenvolvimento de Sistemas, na unidade da Ftec Novo Hamburgo. Para se candidatar a essa vaga, é necessário graduação na área de Computação / Tecnologia da Informação e especialização em áreas afins. Imprescindível experiência profissional em programação para sistemas móveis.
Atividades
Ministrar aulas no turno da noite, das 19h às 22h, uma vez por semana. Noite - à combinar. Início das atividades no primeiro semestre de 2025.
Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Skeel
4,4
88 %
Recomendam para outras pessoas
Oportunidades de carreira
3,7
Remuneração e benefícios
4,0
Cultura e valores
4,2
Alta liderança
4,4
Qualidade de vida
4,4",NF, professor para programacao para sistemas moveis  -  ftec novo hamburgo ,Outros," sistemas ,  programacao ",desenvolvimento de software,sistema programacao,False,False,False,False,False,False,False,False,False,False,False,False,Indefinido,,
Porto Alegre,"Empresa que atua com e-mail marketing e utiliza ferramentas para alavancar vendas e criar um canal de relacionamento com os clientes. São mais de 2500 empresas distribuídas no Brasil inteiro e o índice de satisfação quanto ao atendimento e serviços oferecidos supera 90% desta carteira de clientes.

Skills
Experiência de no mínimo 2 anos de experiencia com React.
Conhecimento em JavaScript - React - Typescript.
Conhecimento sólido e vivência no consumo de API's

Diferenciais:



Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
2011
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
Menos de US$ 1 milhão
Classificações da empresa WK JobHub
4,9
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,6
Remuneração e benefícios
4,1
Cultura e valores
4,9
Alta liderança
4,9
Qualidade de vida
4,9
Benefícios da empresa WK JobHub
4,0
3 classificações
Avaliações de benefícios de funcionários
25 de jan. de 2023
Atual Estagiário Design Gráfico em Porto Alegre, RS, Rio Grande do Sul
Férias de 15 dias, reembolso em cursos; bônus nas vagas trabalhadas, remoto/híbrido.
8 de dez. de 2023
Ex-Analista Desenvolvedor em Porto Alegre, RS, Rio Grande do Sul
Não possui muitos benefícios atrativos
23 de mar. de 2020
Atual Full Stack Developer em Porto Alegre, RS, Rio Grande do Sul
There is no benefits package if you are full-time.",NF, pessoa desenvolvedora front - end react  [ hibrido ]  , desenvolvedora ," front ,  end ,  react ",desenvolvimento de software,desenvolvedora front end react,True,False,True,False,False,False,True,True,True,True,True,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Porto Alegre,"Serão executadas rotinas de desenvolvimento de sistemas, automação de rotinas e relatórios através de programação.
Principais Atividades:
Automação de processos.
Suporte aos sistemas existentes.
Atuar inicialmente como desenvolvedor fullstack.
Atuar em equipe junto à área de desenvolvimento
Requisitos
Obrigatório Ensino Superior em Curso em Análise e Desenvolvimento de Sistema ou áreas da TI.
Necessários conhecimentos de programação orientada a objetos, sql, php (obrigatórios), python,JavaScript (desejável).
Não informado
5h de segunda à sabado
Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Self-employed
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Divulga Vagas - Consultoria
4,8
100 %
Recomendam para outras pessoas
Oportunidades de carreira
4,8
Remuneração e benefícios
5,0
Cultura e valores
4,7
Alta liderança
4,6
Qualidade de vida
4,8",NF, estagio desenvolvimento  -  vaga ,Outros, desenvolvimento ,desenvolvimento de software,desenvolvimento,False,False,False,False,False,False,True,False,False,False,False,False,Indefinido,,
Caxias do Sul,"Descrição:
Desenvolver sistemas, realizando análise, modelagem, codificação e teste de software, visando realizar as entregas previstas nos projetos de desenvolvimento, manutenção e customização, atendendo ao padrão de qualidade estabelecido;

Integrar APIs e bibliotecas de terceiros, seguindo os padrões estabelecidos para o desenvolvimento de sistemas, visando adicionar funcionalidades ao software;





240407020236878610
Mostrar mais
Visão geral da empresa
Tamanho
1 a 50 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
--
Setor
--
Receita
Desconhecido/Não se aplica
Classificações da empresa Netvagas
2,8
33 %
Recomendam para outras pessoas
Oportunidades de carreira
2,2
Remuneração e benefícios
2,0
Cultura e valores
2,2
Alta liderança
2,2
Qualidade de vida
2,0",NF, desenvolvedor de ti , desenvolvedor , ti ,desenvolvimento de software,desenvolvedor ti,True,False,True,False,False,False,True,True,True,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
Lajeado,"FLUTTER
Localização
Lajeado, RS
Remoto
Faixa Salarial
R$ 6.000,00 - 8.000,00 (CLT)
Senioridade
Pleno
(2-4 anos de experiência)

Empresa















Mostrar mais
Faixa de salário base
O salário mínimo é de R$ 6 mil e o salário máximo é de R$ 8 mil.
R$ 6 mil – R$ 8 mil/mês (est. Empresa)
R$ 7 mil
/mês (mediana)
Lajeado
Caso a empresa inclua um salário ou uma faixa salarial em uma vaga, nós o exibimos como ""Estimativa da empresa"". Caso a vaga não tenha informações de salário, o Glassdoor exibe uma ""Estimativa do Glassdoor"", se disponível. Para saber mais sobre as ""Estimativas do Glassdoor', consulte nossa página de Perguntas frequentes.
Visão geral da empresa
Tamanho
51 a 200 funcionários
Fundação
2015
Tipo
Empresa – capital fechado
Indústria
Soluções de software e redes corporativas
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa GeekHunter
4,2
83 %
Recomendam para outras pessoas
Oportunidades de carreira
3,8
Remuneração e benefícios
3,7
Cultura e valores
4,5
Alta liderança
4,0
Qualidade de vida
4,3
Avaliações da empresa GeekHunter
Prós
""Strong culture Collaborative environment Great leaderships"" (em 1 avaliação)
Contras
""Layoffs consecutivos, dificuldade a respeito da situação da empresa, constantes trocas no time comercial"" (em 1 avaliação)
""Contratam juniores, esperam performance logo na primeira semana e não oferecem um treinamento decente."" (em 1 avaliação)
Benefícios da empresa GeekHunter
4,4
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(12 comentários)
""Plano de saúde do Bradesco.""
Vale-Refeição(12 comentários)
""Caju, bom cartão, mas o valor poderia ser mais competitivo.""
Home office(9 comentários)
""Empresa 100% remota e flexivel, sem ponto e controle de horas""
18 de jan. de 2024
Atual Analista em Florianópolis, SC, Santa Catarina
Plano de saúde; Assistência odontológica; Plano de academia; Vale-refeição/Alimentação; Auxílio Internet; Day Off Aniversário; Parceria com o SESC;
1 de nov. de 2023
Atual Coordenador em Florianópolis, SC, Santa Catarina
Bom pacote de benefícios, com vale pelo Caju, Gogood, vale internet e valor mensal para estudos.
29 de nov. de 2023
Atual CS Analyst em Florianópolis, SC, Santa Catarina
Great health and dental plan. There is a cultural bonus of up to 130 reais /month reimbursement if you use it. The home office benefit is only 22 reais/month and you can't buy much with that.",R$ 6 mil – R$ 8 mil/mês (est. Empresa), desenvolvedor ( a )  flutter pleno , desenvolvedor ,Outros,desenvolvimento de software,desenvolvedor,True,False,True,False,False,False,True,True,False,False,False,False,Desenvolvedor,desenvolvedor,desenvolvimento de software
